City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
356,Dwarka,IN,81.36,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
357,Ailigandi,PA,85.12,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
358,Korla,CN,76.08,clear sky,41.7597,86.1469,Gulisitan Hotel
359,Barahona,DO,94.82,scattered clouds,18.2085,-71.1008,Hotel Caribe
361,Santa Maria Do Suacui,BR,85.87,broken clouds,-18.1903,-42.4142,Hotel Vale Verde
362,Montbrison,FR,79.14,clear sky,45.6667,4.0833,Hostellerie Del Matin Calme Hôtel à Montbrison
364,Vanimo,PG,76.08,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
366,Manicore,BR,89.55,scattered clouds,-5.8092,-61.3003,Hotel Durval
367,Caraquet,CA,70.34,scattered clouds,47.7941,-64.9386,Gite Le Poirier
368,Bartica,GY,89.92,scattered clouds,6.4,-58.6167,Sloth Island Nature Resort
369,Loa Janan,ID,73.8,light rain,-0.583,117.095,Kost bu jono
370,Quatre Cocos,MU,70.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
374,Esmeraldas,BR,82.71,overcast clouds,-19.7625,-44.3139,Forasteiro Pousada
375,Les Cayes,HT,89.78,clear sky,18.2,-73.75,Villa Orphee
376,Vilnius,LT,65.28,clear sky,54.6892,25.2798,Amberton Cathedral Square Hotel Vilnius
377,Maneadero,MX,77.11,few clouds,31.7167,-116.5667,Casa De Thompson
379,San Policarpo,PH,80.42,light rain,12.1791,125.5072,Agapita M. Nicart
382,Dicabisagan,PH,78.49,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
383,Nemuro,JP,65.08,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
386,Zlitan,LY,81.21,clear sky,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
388,Emba,KZ,73.31,scattered clouds,48.8264,58.1442,
389,Vila Velha,BR,71.55,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
390,Nusaybin,TR,94.03,clear sky,37.0778,41.2178,Aydinlar Hotel
394,Mandalgovi,MN,65.41,broken clouds,45.7625,106.2708,В.Ганбат
395,Kaili,ID,66.88,overcast clouds,-3.4626,120.2147,
396,Itarema,BR,82.53,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
399,Ingham,US,81.64,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
400,Hami,CN,90.07,overcast clouds,42.8,93.45,Laoyutang Resort
402,Rosario Oeste,BR,92.25,clear sky,-14.8361,-56.4275,Alvorada Palace accomodation
403,Estremoz,PT,94.42,few clouds,38.8443,-7.5859,Dom Dinis Low Cost Hostel
406,Sakaiminato,JP,80.58,broken clouds,35.55,133.2333,Italian pasley
407,Yurimaguas,PE,93.36,few clouds,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
410,Poum,NC,71.4,overcast clouds,-20.2333,164.0167,
411,Sao Jose Da Coroa Grande,BR,78.1,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
412,Zhezkazgan,KZ,66.97,few clouds,47.8043,67.7144,Hotel Zumrat
414,Ouadda,CF,69.22,light rain,8.0777,22.4007,
416,Pangai,TO,77.4,light rain,-19.8,-174.35,Ha'apai Beach Resort
417,Ternate,ID,79.09,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
418,Pasni,PK,81.19,light rain,25.2631,63.471,Kashmiri Hotal
420,Harper,LR,75.4,scattered clouds,4.375,-7.7169,Screensaver
422,Northam,GB,66.38,overcast clouds,51.0333,-4.2167,Durrant House Hotel
424,Georgiyevka,KZ,68.04,broken clouds,43.0369,74.7114,Gostinitsa Imperiya
426,Hobyo,SO,76.05,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
427,Sao Joao Da Barra,BR,71.69,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
428,Darnah,LY,80.1,clear sky,32.767,22.6367,فندق الفردوس
429,Smidovich,RU,67.93,clear sky,48.6,133.8167,Gostinnitsa
430,Mabaruma,GY,80.96,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
431,Fare,PF,78.89,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
432,Biak,ID,74.46,broken clouds,-0.9131,122.8766,Penginapan Kim
433,Lerik,AZ,66.92,clear sky,38.7726,48.4128,9 QARDAŞ
435,Turayf,SA,91.65,clear sky,31.6725,38.6637,Turaif
436,Inhambane,MZ,67.33,clear sky,-23.865,35.3833,Oceano
437,Kitimat,CA,79.92,clear sky,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
439,Zanjan,IR,68.38,few clouds,36.6736,48.4787,Qasr Hotel
440,Wajima,JP,80.58,clear sky,37.4,136.9,Wajiima Onsen Yashio
441,Veraval,IN,81.07,broken clouds,20.9,70.3667,Lords Inn Somnath
443,Grand-Santi,GF,81.72,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
444,Yarada,IN,84.52,mist,17.65,83.2667,Yarada Jungle Beach Resorts
445,Goderich,CA,71.92,clear sky,43.7501,-81.7165,Harmony Inn
446,Erzin,TR,76.59,clear sky,36.9559,36.2,Artemis Otel
447,Lasem,ID,74.89,few clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
448,Sabya,SA,91.02,broken clouds,17.1495,42.6254,Aseel Hotel Apartment
449,Deming,US,89.49,clear sky,32.2687,-107.7586,Best Western Deming Southwest Inn
450,Nabire,ID,74.91,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
451,Muroto,JP,80.53,broken clouds,33.2833,134.15,Oota Ryokan
453,Dunda,TZ,70.23,overcast clouds,-8.1167,34.25,
455,Ambanja,MG,71.49,light rain,-13.6833,48.45,Hotel Salama and Fast Food
456,Burns Lake,CA,78.22,clear sky,54.2331,-125.7533,Burns Lake Bed and Breakfast
457,Mikuni,JP,78.71,clear sky,36.2171,136.1519,Seifuso
458,Praia,CV,79.34,broken clouds,14.9215,-23.5087,LT Aparthotel
459,Kimparana,ML,83.37,broken clouds,12.8347,-4.9244,
460,Xichang,CN,66.09,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
462,Camacari,BR,80.37,clear sky,-12.6975,-38.3242,Sítio Blasi
463,Saint Anthony,US,89.04,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
465,Foindu,SL,75.76,overcast clouds,7.4108,-11.5422,
466,Rabat,MA,78.87,clear sky,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
471,Forchheim,DE,69.15,few clouds,49.7175,11.0588,Hotel Plaza
472,Kokopo,PG,75.97,few clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
473,Thoen,TH,77.79,overcast clouds,17.6129,99.2161,บ้านห้องนอน
474,Casambalangan,PH,80.29,overcast clouds,18.3765,122.1274,Villa Saturnina
475,Smithers,CA,77.32,few clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
481,San Quintin,MX,74.97,clear sky,30.4833,-115.95,Don Eddie's / Hotel - Restaurant
482,Vila Franca Do Campo,PT,75.61,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
483,Mitzic,GA,68.74,scattered clouds,0.7821,11.549,Motel Emys
484,Ferrol,ES,74.71,clear sky,43.4832,-8.2369,Hotel Spa Sercotel Odeón
485,Nantucket,US,87.94,clear sky,41.2835,-70.0995,Jared Coffin House
487,Prince Rupert,CA,68.09,broken clouds,54.3161,-130.3201,Crest Hotel
488,Laguna,US,90.18,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
491,Ryotsu,JP,79.02,clear sky,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
492,Uthal,PK,81.72,overcast clouds,25.8072,66.6219,Al-Mustafa Hotel
497,Chabahar,IR,81.84,overcast clouds,25.2919,60.643,هتل گدروشیا
499,Monterey,US,91.18,clear sky,36.2505,-121.2516,
500,Nyimba,ZM,65.32,clear sky,-14.5566,30.8149,Dali Dali Lodge
502,Matara,LK,77.74,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
503,Port-Gentil,GA,75.16,few clouds,-0.7193,8.7815,Fengshui Residence
506,Taiyuan,CN,73.26,overcast clouds,37.8694,112.5603,Taiyuan Wanda Wenhua Hotel
507,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
508,Vinh,VN,80.37,moderate rain,18.6667,105.6667,Vuong Hoan 2
509,Sorong,ID,78.48,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
510,Kovalevskoye,RU,80.89,clear sky,45.1942,40.9761,
512,Yazoo City,US,86.7,overcast clouds,32.8551,-90.4056,Hampton Inn Yazoo City
513,Seoul,KR,82.0,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
514,Madison,US,88.99,light rain,34.7334,-86.5667,Embassy Suites by Hilton Huntsville
515,Kosonsoy,UZ,70.36,clear sky,41.2561,71.5508,"Гостиница ""Goldstar'"
516,Gazanjyk,TM,84.99,clear sky,39.2446,55.5154,Railway motel
517,Carupano,VE,83.95,few clouds,10.6678,-63.2585,Hotel La dorada
518,Liwale,TZ,72.3,overcast clouds,-9.7667,37.9333,Tumaini Tulivu Lodge
519,Samarai,PG,79.65,few clouds,-10.6167,150.6667,Nuli Sapi
522,Olinda,BR,74.93,light rain,-8.0089,-34.8553,Flat Quatro Rodas Olinda
527,Bandarbeyla,SO,75.96,clear sky,9.4942,50.8122,JABIR HOTEL
528,Chapais,CA,67.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
529,Naco,MX,84.79,clear sky,31.3347,-109.9483,Motel Colonial
530,Hirara,JP,84.85,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
531,Lagoa,PT,73.47,clear sky,39.05,-27.9833,Casa Das Faias
535,Oriximina,BR,89.2,scattered clouds,-1.7656,-55.8661,Pousada Tia Amélia
536,Beira,MZ,66.29,clear sky,-19.8436,34.8389,Beira Terrace Hotel
537,Verkhnyaya Balkariya,RU,65.32,few clouds,43.1279,43.4573,Верхняя Балкария
540,Padang,ID,77.38,overcast clouds,-0.9492,100.3543,Mercure Padang
541,Tamugan,PH,74.64,overcast clouds,7.2308,125.3764,Heavenly Farms
542,Puerto Rondon,CO,85.1,broken clouds,6.2805,-71.1,Urbanización Santa Clara
543,Camacupa,AO,65.08,clear sky,-12.0167,17.4833,
545,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
546,Asau,RO,69.28,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
548,Teya,RU,65.59,overcast clouds,60.3778,92.6267,
549,Nizwa,OM,86.77,overcast clouds,22.9333,57.5333,Orient Apartments
550,Saint-Joseph,RE,65.21,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
551,Juquia,BR,70.52,clear sky,-24.3208,-47.6347,Casa Quero Verde
552,Biu,NG,66.47,overcast clouds,10.6129,12.1946,Emir's Palace
553,Mozarlandia,BR,92.44,clear sky,-14.7447,-50.5706,Hotel Santa Mônica
554,Villarrica,PY,70.45,few clouds,-25.75,-56.4333,Mansión Reljuv Tours SA
555,Belgrade,RS,74.64,thunderstorm with rain,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
556,Kutum,SD,81.73,light rain,14.2,24.6667,Dibbo areaمنطقة دبو
558,Ahmadpur Sial,PK,90.52,overcast clouds,30.6754,71.7483,M aqeel dhoobi
560,Morondava,MG,71.11,few clouds,-20.2833,44.2833,La Case Bambou
562,Pacific Grove,US,74.8,few clouds,36.6177,-121.9166,Lovers Point Inn
565,Antigonish,CA,71.96,overcast clouds,45.6169,-61.9986,Claymore Inn and Suites
566,Gravelbourg,CA,86.27,clear sky,49.8834,-106.5512,Historic Bishops Residence Bed & Breakfast
567,Batticaloa,LK,79.74,overcast clouds,7.7102,81.6924,Grand Star Guest House
569,Miami,US,92.01,broken clouds,25.7743,-80.1937,Miami Sun Hotel- Downtown/Port of Miami
570,Tabas,IR,93.67,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
572,Jizan,SA,90.54,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
574,Bradford,GB,68.49,light intensity drizzle,53.7939,-1.7521,The Bradford Hotel
575,Hamilton,US,85.64,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
577,Iquitos,PE,75.24,moderate rain,-3.7481,-73.2472,Cortez Malaga Techy Caroly
579,Lucea,JM,87.66,few clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
580,Palmer,US,85.37,scattered clouds,42.1584,-72.3287,Wedgewood Motel
583,Kavaratti,IN,81.41,broken clouds,10.5669,72.642,Green leaf
584,Grand-Lahou,CI,74.71,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
585,Pochutla,MX,89.42,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
586,Haapiti,PF,78.53,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
587,Templin,DE,69.1,few clouds,53.1186,13.5022,AHORN Seehotel Templin
589,Barcelos,PT,93.92,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
590,Conde,BR,76.46,light rain,-7.2597,-34.9075,Pousada Beija Flor
591,Pitimbu,BR,77.59,moderate rain,-7.4706,-34.8086,Reserva do Abiaí
592,Bo Phloi,TH,78.75,overcast clouds,14.3236,99.5161,แอท เมืองพลอย รีสอร์ท At MuangPloy Resort
593,Bud,US,84.06,scattered clouds,39.447,-86.1758,Ted McQuinn Trust
594,Umm Kaddadah,SD,88.43,light rain,13.6017,26.6876,
598,Nosy Varika,MG,66.85,clear sky,-20.5833,48.5333,Hotel Volazara
601,Los Llanos De Aridane,ES,73.13,broken clouds,28.6585,-17.9182,Valle Aridane
602,Buraydah,SA,93.65,overcast clouds,26.326,43.975,Mövenpick Qassim
603,Road Town,VG,87.89,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
606,Kerema,PG,76.75,overcast clouds,-7.9631,145.7785,Frena Lodge
607,Moron,AR,69.01,few clouds,-34.6534,-58.6198,Hotel Morón
608,Pompeu,BR,76.71,overcast clouds,-19.2244,-44.9353,
609,Huilong,CN,83.93,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
611,Saint-Louis,SN,84.43,overcast clouds,16.3333,-15.0,
612,Mogadishu,SO,76.39,overcast clouds,2.0371,45.3438,Hotel Juba
613,Nakhon Si Thammarat,TH,77.38,overcast clouds,8.25,100.0,ร้านไอซ์โมสีshop
614,Oyem,GA,66.96,light rain,1.5995,11.5793,Commissariat de police
615,Sao Filipe,CV,77.65,overcast clouds,14.8961,-24.4956,Hotel Xaguate
616,Dharmadam,IN,78.85,heavy intensity rain,11.7833,75.4333,Samudra Homes
617,Great Malvern,GB,69.19,light rain,52.1116,-2.3252,The Abbey Hotel
618,Saint-Pierre,RE,68.92,few clouds,-21.3393,55.4781,Alize Plage
619,Daru,PG,76.05,overcast clouds,-9.0763,143.2092,Daru Lodge
621,Galesong,ID,75.22,overcast clouds,-5.3166,119.3661,Sapriadi Appy
623,Nianzishan,CN,67.44,overcast clouds,47.5167,122.8833,Jinhong Hotel
624,Chervona Sloboda,UA,71.44,clear sky,49.3789,32.1464,Sportohota
625,Buala,SB,79.12,light rain,-8.145,159.5921,Maringe Lagoon Lodge
629,Tomakomai,JP,70.18,mist,42.6369,141.6033,Hotel Wing International Tomakomai
631,Qandala,SO,90.19,broken clouds,11.472,49.8728,
632,Sawakin,SD,93.67,clear sky,19.1059,37.3321,فندق الدويم
634,Yatou,CN,75.09,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
637,Ocos,GT,89.78,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
638,Nichinan,JP,78.87,overcast clouds,31.6,131.3667,Guest House Aki
639,Dracena,BR,79.81,clear sky,-21.4843,-51.535,Primum Palace
640,Bintulu,MY,77.41,light rain,3.1667,113.0333,900 Boutique INN
641,Namtsy,RU,65.28,scattered clouds,62.7161,129.6658,"""Эңсиэли Киин"""
644,Lumeje,AO,67.96,clear sky,-11.55,20.7833,
645,Boyabat,TR,68.13,clear sky,41.4689,34.7667,Kolaz Palas Otel
646,Cabatuan,PH,76.32,overcast clouds,10.8794,122.486,MVC Transient Room
647,Marystown,CA,67.86,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
648,Surab,PK,73.06,overcast clouds,28.4914,66.2585,Bismillah Hotel
649,Zwedru,LR,73.76,few clouds,6.0667,-8.1281,Elijah Worjloh
650,Kibala,TD,76.95,thunderstorm,9.1104,18.3463,Prasant Hotels
651,Mantua,IT,85.24,clear sky,45.1667,10.7833,Hotel la Favorita
653,Sibolga,ID,76.91,light rain,1.7427,98.7792,Hotel Syariah CN Darussalam
654,Asfi,MA,75.81,clear sky,32.2994,-9.2372,Hôtel Abda
658,Khasan,RU,71.47,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
659,Tall Kayf,TR,91.74,clear sky,37.0833,41.0667,
661,Phan Thiet,VN,79.11,overcast clouds,10.9333,108.1,Hotel Saigon-PT
662,Wajid,SO,79.2,scattered clouds,3.8093,43.2471,xamdihotelresturant114
665,Sinnamary,GF,82.92,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
666,Tecoanapa,MX,84.97,broken clouds,16.5167,-98.75,Hotel Manglares
667,Brewster,US,87.08,broken clouds,41.3973,-73.6171,Heidi's Inn
668,Tezu,IN,75.99,overcast clouds,27.9167,96.1667,Circuit House
669,Toktogul,KG,65.91,overcast clouds,41.8708,72.9402,KAGAN
670,Huancabamba,PE,72.77,clear sky,-5.2386,-79.4506,Hospedaje El Dorado
672,Maceio,BR,81.84,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
674,Gongzhuling,CN,69.22,clear sky,43.5008,124.8198,如家旅馆
675,Santa Isabel,BR,65.91,clear sky,-23.3156,-46.2214,Chácara Sombra do Altíssimo
677,Mardin,TR,85.26,clear sky,37.3131,40.7436,Reyhani Kasri Hotel
678,Brownfield,US,93.38,broken clouds,33.1812,-102.2744,"Holiday Inn Express & Suites Brownfield, an IHG Hotel"
681,Kampene,CD,70.81,broken clouds,-3.6,26.6667,
682,Malindi,KE,74.79,clear sky,-3.2175,40.1191,African House Resort
683,Mayo,US,89.94,clear sky,38.8876,-76.5119,Resorts Resource Group International
